UNIQUEID;ID;RECIPEID;VALUE;UNIT
735f1337-0dec-4232-9f04-09bb1dc95364;Duration_Pick;7312a78c-830c-4c78-8977-37e213fc3d61;12.6357227;s
2be001ec-bc71-46e5-81e0-383019bd15cb;Velocity_Pick;7312a78c-830c-4c78-8977-37e213fc3d61;60;%
f991d4fc-e74c-46d8-94da-87fe4e39d187;Duration_Weld;7312a78c-830c-4c78-8977-37e213fc3d61;16.9199678;s
3a04ed86-788c-45ea-8dba-0b8b0fcb55c6;Duration;7312a78c-830c-4c78-8977-37e213fc3d61;40.1022937;s
9744d656-01e9-4142-963a-8786df194cd0;Duration_Drop;7312a78c-830c-4c78-8977-37e213fc3d61;9.8995662;s
7ddc0e4e-e45a-4b5f-ac7f-0327dcf7006c;Consumption;7312a78c-830c-4c78-8977-37e213fc3d61;12;Wh
4d83fc5a-d539-4945-ae42-54c86c9d976a;Velocity_Weld;7312a78c-830c-4c78-8977-37e213fc3d61;60;%
6660ad29-1878-4bef-9e5a-8e1b9d8f4bb1;Velocity_Drop;7312a78c-830c-4c78-8977-37e213fc3d61;60;%
85198c12-186c-43df-a59f-e2c119ceb076;RobotConsumption_Pick;7312a78c-830c-4c78-8977-37e213fc3d61;1.90000000000623;Wh
71242f85-6f03-43be-b53c-2bcf6ca92dc6;Consumption_Weld;7312a78c-830c-4c78-8977-37e213fc3d61;6;Wh
38cdf2ec-1547-479d-831c-54426f625260;Consumption_Pick;7312a78c-830c-4c78-8977-37e213fc3d61;3;Wh
1215291c-f18d-49b7-bcea-e0cfdddd313f;RobotConsumption_Drop;7e859c31-cd74-412d-9984-8a9ef13674d2;2.8000000000076852;Wh
1f9be5f6-055c-4e2f-a513-052fcfdd46c1;Duration_Pick;0237c1f2-d2c0-4611-933f-9a8125c19831;12.5857199;s
a0ce8e9c-03c3-43c0-b5d1-6099925e81df;RobotConsumption_Weld;0237c1f2-d2c0-4611-933f-9a8125c19831;4.400000000003956;Wh
6e92a8a1-c6bc-4df4-ad14-1c11c8596dcc;RobotConsumption_Drop;0237c1f2-d2c0-4611-933f-9a8125c19831;2.7999999999792635;Wh
12237a30-d495-4253-9f67-926f9d127f0e;Consumption;0237c1f2-d2c0-4611-933f-9a8125c19831;13;Wh
549dc739-6d88-4505-a3c6-c01407b0a98b;Consumption;e8975830-c2cd-48bd-805d-7f261e9b9633;21.31203363073561;Wh
4b26b172-2868-4f5b-a8cc-05a0a084f2e9;Consumption_Drop;e8975830-c2cd-48bd-805d-7f261e9b9633;3.6006023766326902;Wh
2f616b29-fa78-48e7-8967-608d49094072;Velocity_Pick;e8975830-c2cd-48bd-805d-7f261e9b9633;30;%
91fd1426-fc7e-4672-87b0-029517955e0d;Duration;e8975830-c2cd-48bd-805d-7f261e9b9633;76.192;s
d98cf557-d950-4825-a5f8-1dde48c72667;Velocity_Drop;e8975830-c2cd-48bd-805d-7f261e9b9633;30;%
28f0f588-38fd-40b4-9537-9e6d0f5d8ea3;RobotConsumption;e8975830-c2cd-48bd-805d-7f261e9b9633;17.93909093472222;Wh
164a010d-b22a-4ed5-a6f2-a7969d0b2ce0;Consumption_Weld;e8975830-c2cd-48bd-805d-7f261e9b9633;11.62889413634406;Wh
1ff7db0f-2d7a-4f8c-945e-b0c7dd9650d0;Duration_Drop;e8975830-c2cd-48bd-805d-7f261e9b9633;13.91;s
79a9f6f1-4711-4a65-98cf-cc73ecd1e046;Velocity;e8975830-c2cd-48bd-805d-7f261e9b9633;30;%
1da10498-4cc0-476c-b09a-453efdd4dc33;Velocity_Weld;e8975830-c2cd-48bd-805d-7f261e9b9633;30;%
8d511e00-6f67-4e59-9c7c-59c64d0ad6fb;Duration_Weld;e8975830-c2cd-48bd-805d-7f261e9b9633;40.577;s
6f9cf6a3-39a4-413e-bcd0-cc649cea75eb;Velocity_Drop;cf22dd8b-a380-48ed-8dd8-14f5bd6e4585;30;%
66b1831e-e0d6-4790-929c-dc7035ece981;Consumption_Pick;cf22dd8b-a380-48ed-8dd8-14f5bd6e4585;5;Wh
04f0be9b-a0a7-4d44-9952-9bfa814c80bf;Consumption_WeldComplex;cf22dd8b-a380-48ed-8dd8-14f5bd6e4585;12;Wh
25e56464-8bd8-452d-a8a4-59c2dea35156;RobotConsumption_WeldComplex;cf22dd8b-a380-48ed-8dd8-14f5bd6e4585;7.900000000006457;Wh
44ab49f9-9b8f-4f55-a6de-877b5c2cba37;RobotConsumption_Pick;cf22dd8b-a380-48ed-8dd8-14f5bd6e4585;3.599999999977399;Wh
99709a87-ef55-4011-86f1-ad67f78fb58e;Consumption_Drop;5a52f88f-b6ea-4c5a-bf58-6a817d3ff54d;3.8536517531161842;Wh
d79707f9-53bc-437f-8890-9734bc528c71;RobotConsumption_WeldComplex;5a52f88f-b6ea-4c5a-bf58-6a817d3ff54d;11.223587647222223;Wh
4e1f314d-061f-40c6-b446-f8aab99db9bf;Velocity;5a52f88f-b6ea-4c5a-bf58-6a817d3ff54d;30;%
565d9608-6497-4dc7-92ac-8c7f061f4e86;RobotConsumption_Drop;ef048e27-378d-46b0-9bd5-01c046b0fb06;3.0000000000143245;Wh
5ae5c90f-042d-45b0-aa37-bbaf8ae1eed8;Velocity_Drop;04b2078b-8b75-4ace-bbdb-a8ade199a055;60;%
4b04868a-65ae-49f7-b8e1-9127631186fc;Consumption_Pick;04b2078b-8b75-4ace-bbdb-a8ade199a055;3;Wh
d94aad6e-6dba-4648-8401-c3afd8a8714c;Duration_Weld;04b2078b-8b75-4ace-bbdb-a8ade199a055;16.9089671;s
81364f1f-fc39-4e8a-a694-2eac842c7d22;Consumption_Weld;04b2078b-8b75-4ace-bbdb-a8ade199a055;6;Wh
31b69988-c103-4d6f-bac0-8609ea41b47d;Velocity_Pick;04b2078b-8b75-4ace-bbdb-a8ade199a055;60;%
75a6f723-6244-44e7-9505-d04716e51118;Duration_Weld;57d0f05c-ea7c-4707-9122-18cd81e48a34;16.8909661;s
cee3d2a9-4492-46d0-83ed-e074f3764d7c;RobotConsumption;57d0f05c-ea7c-4707-9122-18cd81e48a34;9.799999999984266;Wh
8394ae16-c1f1-46c2-9ea4-b78ad5406b1c;RobotConsumption;7e859c31-cd74-412d-9984-8a9ef13674d2;8.600000000001273;Wh
64ccd4a9-dd4c-4123-870c-23fb0664c9e7;Velocity_Drop;7e859c31-cd74-412d-9984-8a9ef13674d2;60;%
fddae962-dc9a-43c1-aec2-2a6b6c6526d3;Consumption_Weld;7e859c31-cd74-412d-9984-8a9ef13674d2;6;Wh
37b1f176-50b4-4b96-8a66-29166a20edbe;RobotConsumption;9315bc2b-c107-4b80-8d08-6a0d18f060a8;8.399999999994634;Wh
efea16fd-95c5-4838-9091-4b71ba8f0729;Duration_Drop;9315bc2b-c107-4b80-8d08-6a0d18f060a8;9.9595697;s
6c224de7-6bba-4025-b7b3-612c8bff68f1;Consumption;9315bc2b-c107-4b80-8d08-6a0d18f060a8;12;Wh
a62ad49e-50f1-4731-b55a-d3ede900bb29;RobotConsumption_Pick;9315bc2b-c107-4b80-8d08-6a0d18f060a8;1.8000000000029104;Wh
49022274-9166-44c8-8b96-94d3090e610e;Duration;9315bc2b-c107-4b80-8d08-6a0d18f060a8;40.0452905;s
2a3343ae-d8b9-4de8-98e1-6fca186ccc21;RobotConsumption_WeldComplex;ef048e27-378d-46b0-9bd5-01c046b0fb06;7.899999999978036;Wh
b0caffb7-0692-4fed-8b4f-42b58e6d8c4e;RobotConsumption_Pick;ef048e27-378d-46b0-9bd5-01c046b0fb06;2.8000000000076852;Wh
bed55ebd-813a-4549-a8be-42f13a489848;Velocity_Pick;9315bc2b-c107-4b80-8d08-6a0d18f060a8;60;%
84a99791-0db3-440c-9e61-806855a67b23;Consumption_Pick;46fb294a-f0de-4400-8c0a-9ca0f3b0201d;5;Wh
071ea216-d680-4513-9cb6-bb85a6574931;Velocity_Drop;9315bc2b-c107-4b80-8d08-6a0d18f060a8;60;%
7f74a3b2-8661-415f-839f-334329019d52;Velocity_Drop;46fb294a-f0de-4400-8c0a-9ca0f3b0201d;30;%
4d86522e-c469-4662-a5e2-d97ceb8382da;Velocity_Weld;9315bc2b-c107-4b80-8d08-6a0d18f060a8;60;%
e6834236-8f16-4741-b235-0c7ecf42b13c;RobotConsumption_Weld;9315bc2b-c107-4b80-8d08-6a0d18f060a8;3.80000000001246;Wh
b49bf665-3de0-43bc-952d-eaa76efa4d7c;Duration;0237c1f2-d2c0-4611-933f-9a8125c19831;39.9532852;s
92ba1acb-18bf-455f-bbd6-bed45aacd838;Consumption_Drop;9315bc2b-c107-4b80-8d08-6a0d18f060a8;3;Wh
abb587cf-005a-4325-81eb-be6175f1feb3;Duration_Pick;9315bc2b-c107-4b80-8d08-6a0d18f060a8;12.6007207;s
1b2e5813-06c7-4479-a9f2-e00804cc6436;Consumption_Weld;0237c1f2-d2c0-4611-933f-9a8125c19831;5;Wh
9246ca77-e953-4bce-90f9-dfac7861375a;Duration_Drop;0237c1f2-d2c0-4611-933f-9a8125c19831;9.877565;s
6775dadc-8273-4cdc-9969-50e4940daeb0;Velocity;0237c1f2-d2c0-4611-933f-9a8125c19831;60;%
9d04980e-a012-4ec8-92b1-fef677bd91ae;RobotConsumption;0237c1f2-d2c0-4611-933f-9a8125c19831;8.700000000004593;Wh
34eb2bb0-ab93-44a6-b159-d378a342b116;Velocity_Drop;82834141-7654-4f7c-aa78-56837f4e92c4;60;%
0452c86b-b8b2-4360-bde5-76a9c78e25b2;Duration_Drop;82834141-7654-4f7c-aa78-56837f4e92c4;9.9335681;s
f24ae6ec-cf57-4428-98bf-9f1f673fabdb;Velocity;82834141-7654-4f7c-aa78-56837f4e92c4;60;%
0b8bb0a8-a1af-43c4-ba60-4325812e786c;Velocity_Pick;0237c1f2-d2c0-4611-933f-9a8125c19831;60;%
1eb0efa5-83da-452e-856b-74beda4c0924;Duration_Weld;0237c1f2-d2c0-4611-933f-9a8125c19831;16.905967;s
3a954a38-fcdd-4fc1-84ee-bb1fe91b41d5;Consumption_Weld;9315bc2b-c107-4b80-8d08-6a0d18f060a8;5;Wh
ffad8419-5eb6-4f7e-8866-88d9207f336d;Consumption_Pick;0237c1f2-d2c0-4611-933f-9a8125c19831;4;Wh
bcbbcd6e-78f9-4ed0-a2c4-e1c7eea8ac45;RobotConsumption;82834141-7654-4f7c-aa78-56837f4e92c4;8.399999999994634;Wh
e1a3e1a6-0cbf-4e0a-b779-329f1ce3ea8b;Consumption;82834141-7654-4f7c-aa78-56837f4e92c4;12;Wh
4a1e8acd-0d27-4f97-aec3-745e7461cb63;Velocity_Drop;0237c1f2-d2c0-4611-933f-9a8125c19831;60;%
7f6bf42a-e643-4ccc-a8f4-a8b13f06536e;RobotConsumption_Drop;82834141-7654-4f7c-aa78-56837f4e92c4;2.8000000000076852;Wh
3f0196b7-e72a-460e-8024-bee72dd8d8ca;RobotConsumption_Pick;82834141-7654-4f7c-aa78-56837f4e92c4;1.8000000000029104;Wh
d8ac73e4-a9cb-4261-8faa-7f4512ef3fc4;Consumption_Pick;e8975830-c2cd-48bd-805d-7f261e9b9633;5.2192715162913;Wh
c517769a-5d30-4ab4-af30-76610ef60e22;RobotConsumption;1d694d7d-94c8-4ff1-8659-6461da3edde6;11.700000000018917;Wh
ffd2e66f-cb88-4e9e-9bb9-8867225cafae;Velocity_Weld;1d694d7d-94c8-4ff1-8659-6461da3edde6;30;%
d68e0a15-2984-4585-b0c8-a49af096abde;Velocity_Weld;82834141-7654-4f7c-aa78-56837f4e92c4;60;%
52f27b3a-eda6-4803-9431-e5d44519e088;Consumption_Drop;0237c1f2-d2c0-4611-933f-9a8125c19831;4;Wh
58c810bb-1bfa-40df-bfcb-435610063135;Consumption_Pick;f2622e09-f681-4733-8fd0-f76d6090ae2b;4;Wh
c361e972-cbe4-4e0d-8fb0-4c2a20c1c814;Velocity;1d694d7d-94c8-4ff1-8659-6461da3edde6;30;%
97d90eff-ce3b-48df-944b-db27d633f76a;Velocity_Pick;1d694d7d-94c8-4ff1-8659-6461da3edde6;30;%
2e95ffb0-f6ec-4a91-ae63-b3df6af851e9;Velocity_Pick;f2622e09-f681-4733-8fd0-f76d6090ae2b;50;%
76546aa5-ce4e-41d1-8584-e29da00d8e80;RobotConsumption_Weld;f2622e09-f681-4733-8fd0-f76d6090ae2b;3.199999999992542;Wh
2e32edf8-2188-4dca-84c0-0ea526b498a4;Consumption_Pick;e6a0b93e-7029-4241-9dd4-20f45a7bbc2e;4;Wh
8cc22267-1829-4091-8f90-608acbfb4a43;Velocity_Drop;1d694d7d-94c8-4ff1-8659-6461da3edde6;30;%
db396dbf-102d-4897-9602-b0db22635c1e;Consumption_Drop;e6a0b93e-7029-4241-9dd4-20f45a7bbc2e;3;Wh
f1390dc3-9500-4cd1-a65d-eb19d55d1776;Consumption;1d694d7d-94c8-4ff1-8659-6461da3edde6;15;Wh
4d208339-01ff-4067-84eb-0ba120f41c48;Duration_Drop;1d694d7d-94c8-4ff1-8659-6461da3edde6;15.808;s
d76a1fe6-4fec-4958-88da-1539b1a24c0b;Consumption_Pick;1d694d7d-94c8-4ff1-8659-6461da3edde6;5;Wh
5e267f2d-4034-41c4-abd0-58d38553d197;Consumption_WeldComplex;46fb294a-f0de-4400-8c0a-9ca0f3b0201d;11;Wh
233fa0fc-38fd-461c-8ed8-b90d19c2c871;RobotConsumption_Drop;46fb294a-f0de-4400-8c0a-9ca0f3b0201d;3.3999999999991815;Wh
9d6ddfcc-39f8-42da-8c26-4874e6641126;Duration_WeldComplex;46fb294a-f0de-4400-8c0a-9ca0f3b0201d;38.729;s
2e0952eb-debf-45d6-84dc-19332cd1f6c1;Consumption_Weld;1d694d7d-94c8-4ff1-8659-6461da3edde6;6;Wh
b5109201-4615-4fce-ab9b-2d43b574a924;Consumption_Drop;1d694d7d-94c8-4ff1-8659-6461da3edde6;4;Wh
583e32a5-4b19-402d-8a73-2a1abe2d8b58;RobotConsumption_Weld;1d694d7d-94c8-4ff1-8659-6461da3edde6;4.400000000003956;Wh
d3e89471-1ff3-4217-b650-96ecf3ef2619;Duration;1d694d7d-94c8-4ff1-8659-6461da3edde6;58.698;s
01e9ee8f-14f5-45b9-b612-41afb6a54a26;Velocity_Pick;82834141-7654-4f7c-aa78-56837f4e92c4;60;%
133584f3-e803-4b62-b75d-32e2bcf9a802;Consumption_Drop;82834141-7654-4f7c-aa78-56837f4e92c4;3;Wh
89e841a1-c4db-403f-bfeb-164bc24dbd72;RobotConsumption_Drop;273fbf4d-9fd3-429a-b039-abb1035d1aef;3.199999999992542;Wh
8bca0415-2b64-496d-b44b-92a9a257105d;Duration_Weld;273fbf4d-9fd3-429a-b039-abb1035d1aef;16.8709649;s
73a3f4b1-ac72-4c3e-821b-3ddb319ad5f7;Consumption_Weld;273fbf4d-9fd3-429a-b039-abb1035d1aef;5;Wh
e9583aed-7510-4283-82b7-426e4dd8f318;Duration;f2622e09-f681-4733-8fd0-f76d6090ae2b;42.4600594;s
c4428baa-4678-4bf2-897f-15af485c0be2;Velocity;f2622e09-f681-4733-8fd0-f76d6090ae2b;50;%
1018d2d2-1dd9-4a4d-97ee-ebc73a1e0cab;RobotConsumption;273fbf4d-9fd3-429a-b039-abb1035d1aef;9.399999999999409;Wh
1202bb62-ed87-4e95-aa20-ee9a2db2fead;Duration_Pick;273fbf4d-9fd3-429a-b039-abb1035d1aef;12.5727192;s
8e1c01fb-5c38-46be-ad24-b075ea747e9c;Consumption;f2622e09-f681-4733-8fd0-f76d6090ae2b;12;Wh
ca5106fd-0835-4eb4-90f6-4a8b21615566;Duration_Drop;f2622e09-f681-4733-8fd0-f76d6090ae2b;10.8700153;s
b4466787-ff42-463d-af8c-95953b0a9dfd;Duration_Weld;f2622e09-f681-4733-8fd0-f76d6090ae2b;17.8800251;s
584f6e9b-c6bb-4925-850b-0d864bdcc37a;Consumption_Weld;f2622e09-f681-4733-8fd0-f76d6090ae2b;5;Wh
93571183-6144-49be-a6c0-a6cad5781283;Consumption_Drop;f2622e09-f681-4733-8fd0-f76d6090ae2b;3;Wh
e744bac4-a4de-4ec6-8f6e-fcf94624312f;RobotConsumption_Pick;f2622e09-f681-4733-8fd0-f76d6090ae2b;2.600000000001046;Wh
a6faaaff-d48b-4eb9-ae8c-d90cdc274473;RobotConsumption_Drop;f2622e09-f681-4733-8fd0-f76d6090ae2b;3.6000000000058208;Wh
b17ebb1d-2a17-452a-be64-f1ae8abaa8ed;Duration_Drop;4195a637-9743-424e-9085-f7ae5ef3c51a;10.8400152;s
a5bafaa8-fdcd-4968-900c-0d124ece10af;Consumption_Drop;4195a637-9743-424e-9085-f7ae5ef3c51a;3;Wh
bb5d09e1-6bbd-4df0-866b-bf714967bd6d;Duration;4195a637-9743-424e-9085-f7ae5ef3c51a;43.9100615;s
52a2d166-a2fb-40af-90f4-2b288c18653b;Duration_Weld;4195a637-9743-424e-9085-f7ae5ef3c51a;17.8700251;s
d722a913-cdd3-4d88-b052-a6485b31c1cd;Velocity_Pick;4195a637-9743-424e-9085-f7ae5ef3c51a;50;%
3cd60689-47a7-4028-b45b-5ee29d594d2f;Velocity_Weld;4195a637-9743-424e-9085-f7ae5ef3c51a;50;%
fae98942-1d06-4983-922b-81f8984fdd79;Velocity;4195a637-9743-424e-9085-f7ae5ef3c51a;50;%
dfa521f6-17f0-4f2b-88f1-4d66d3a613b5;Duration_Pick;4195a637-9743-424e-9085-f7ae5ef3c51a;14.6800206;s
f15ecc49-f12b-45c1-a8be-778565d7acfa;Consumption_Pick;4195a637-9743-424e-9085-f7ae5ef3c51a;4;Wh
0431382e-16f3-47b4-acbc-a7a6f4ebea8b;Consumption;4195a637-9743-424e-9085-f7ae5ef3c51a;12;Wh
44ae7225-740e-44f2-86b1-38f0dc271082;Consumption_Weld;4195a637-9743-424e-9085-f7ae5ef3c51a;5;Wh
c00011df-3727-4dfd-8387-0d778658bd0d;RobotConsumption_Drop;4195a637-9743-424e-9085-f7ae5ef3c51a;2.600000000001046;Wh
ad30321b-7fb8-4029-a47f-383712656614;Duration_Drop;e6a0b93e-7029-4241-9dd4-20f45a7bbc2e;10.8700152;s
49099765-ba8a-4e0d-aa5c-f1a3226066c8;RobotConsumption_Weld;4195a637-9743-424e-9085-f7ae5ef3c51a;4.300000000000637;Wh
d8dea07e-4035-4568-a918-44225be03df6;Velocity;e6a0b93e-7029-4241-9dd4-20f45a7bbc2e;50;%
179541db-21e4-4c3c-8a48-3b0d6cf7b009;RobotConsumption;4195a637-9743-424e-9085-f7ae5ef3c51a;9.399999999999409;Wh
2b705e8e-182b-4e25-baa6-a5825bd22fac;Velocity_Pick;e6a0b93e-7029-4241-9dd4-20f45a7bbc2e;50;%
4917706e-2d5a-4283-85d1-8aa9d8940a14;RobotConsumption_Drop;e6a0b93e-7029-4241-9dd4-20f45a7bbc2e;2.600000000001046;Wh
c856e58d-a2cf-476c-a6fa-baf813d152d5;Duration_WeldComplex;808a59c0-ac96-40a0-ba6c-8f1f4940a74f;27.870039;s
6d663aa8-485c-4225-bd49-cf0216858b10;Duration_Weld;1d694d7d-94c8-4ff1-8659-6461da3edde6;23.842;s
4ce1dedf-19d4-4127-a0e6-34d838f46f57;RobotConsumption_Drop;1d694d7d-94c8-4ff1-8659-6461da3edde6;2.999999999985903;Wh
0c435161-c13a-4289-9453-816248b092e2;Duration_Pick;1d694d7d-94c8-4ff1-8659-6461da3edde6;18.254;s
cb79a9bc-e1b6-425e-a063-f3e63df356ea;RobotConsumption_Pick;1d694d7d-94c8-4ff1-8659-6461da3edde6;3.6000000000058208;Wh
5e24b67c-1976-45fd-b8ff-398644529a9f;Consumption_Pick;5f24cc52-dc7f-49da-975f-ddf7421fdec4;5.120961838929919;Wh
672eb537-b403-433b-bf1c-8b0db90dcddb;Velocity_Pick;5f24cc52-dc7f-49da-975f-ddf7421fdec4;30;%
149e22cf-7970-4171-9370-1c8a14de4f75;Consumption_Drop;5f24cc52-dc7f-49da-975f-ddf7421fdec4;3.558953350329929;Wh
74bc77f3-9220-490d-8927-1cea7413957c;Duration;5f24cc52-dc7f-49da-975f-ddf7421fdec4;77.835;s
f843d0ee-a312-4a89-9c82-ffd50c9d4e43;Velocity;5f24cc52-dc7f-49da-975f-ddf7421fdec4;30;%
d8caefeb-66df-4bf3-ac9c-a77ed276a586;RobotConsumption_Weld;5f24cc52-dc7f-49da-975f-ddf7421fdec4;8.911525013888891;Wh
f3081cd0-de07-418e-971a-58b5867d1a3d;Consumption_Weld;d28ca937-d079-4a55-b9d8-ed24214f39fb;10.631589850031535;Wh
60942c0b-dc03-480f-9676-accd47fdea96;Duration_Pick;5c251034-4cca-481f-a2c1-2722d93c07aa;19.508;s
9f3399d0-9e80-42ae-99f9-c619d8c5b40a;Consumption;5c251034-4cca-481f-a2c1-2722d93c07aa;16;Wh
450652b6-42e8-46a5-9d9e-98efd2ffc811;Duration;5c251034-4cca-481f-a2c1-2722d93c07aa;59.922;s
3f61dcdc-9c5b-41cc-8eff-1809a039defa;Velocity;5c251034-4cca-481f-a2c1-2722d93c07aa;30;%
494914e7-196a-4c44-921a-2abbec2ae826;Duration_Drop;5c251034-4cca-481f-a2c1-2722d93c07aa;15.827;s
81742889-5e28-4070-8e2c-56ffe1b0e576;RobotConsumption;5c251034-4cca-481f-a2c1-2722d93c07aa;10.600000000010823;Wh
0e6e4b2d-a0d3-4c75-9e5d-1b26a392d90f;Duration_Drop;46fb294a-f0de-4400-8c0a-9ca0f3b0201d;15.685;s
4ed4abbf-445b-48da-90ce-18c5438f123d;Duration;46fb294a-f0de-4400-8c0a-9ca0f3b0201d;75.751;s
2e6f09c1-a23c-4ce5-a360-92d50b98b730;RobotConsumption_WeldComplex;46fb294a-f0de-4400-8c0a-9ca0f3b0201d;7.999999999981355;Wh
8a6bec3f-4f75-4d1a-81c8-85fd0f052acd;Duration_Pick;46fb294a-f0de-4400-8c0a-9ca0f3b0201d;20.222;s
d82b22b1-e84a-4e1f-bca1-18f24de775f3;RobotConsumption_Pick;46fb294a-f0de-4400-8c0a-9ca0f3b0201d;4.300000000000637;Wh
5fa8938d-7219-4b3b-b8a1-3fc8db6e2322;Velocity_WeldComplex;7714fb87-1459-49c1-83b8-e390e2e691c0;30;%
2bcb7d3b-3422-48b7-b842-fc54c27ee634;Duration_Drop;8451abdb-3304-4f22-af39-9dd9f73cb46b;10.8600152;s
824cdfe0-0204-4737-b603-0ee9842c19df;Duration;8451abdb-3304-4f22-af39-9dd9f73cb46b;42.4000594;s
17605677-fd77-4be0-8a32-5d482ed82b7b;Velocity;8451abdb-3304-4f22-af39-9dd9f73cb46b;50;%
6794a3ee-fa90-4bc9-bf87-75a617375019;RobotConsumption_Weld;8451abdb-3304-4f22-af39-9dd9f73cb46b;4.500000000007276;Wh
fb85fdcc-4cfc-4f45-91d2-8087e506908a;Velocity_Pick;ffa39a49-2771-4950-bc4b-0db073c80a13;50;%
790f4e67-e907-4c09-b0af-8207a3e30fe6;RobotConsumption;ffa39a49-2771-4950-bc4b-0db073c80a13;10.800000000017462;Wh
58703543-0248-462e-9287-bb0cdd7c7ac2;Consumption_Drop;ffa39a49-2771-4950-bc4b-0db073c80a13;3;Wh
010bf627-c7d2-4274-9dcc-7505ae639318;Duration;ffa39a49-2771-4950-bc4b-0db073c80a13;44.4000622;s
1dca663b-b4eb-4933-93bd-bc1fabcab62b;Duration_Drop;ffa39a49-2771-4950-bc4b-0db073c80a13;10.8500152;s
47d21988-ffbd-4094-81fd-5ad0884faede;Velocity;ffa39a49-2771-4950-bc4b-0db073c80a13;50;%
0f8b3bcb-4d66-4708-bf7b-c295e11c1c9b;Velocity_Drop;ffa39a49-2771-4950-bc4b-0db073c80a13;50;%
f0fbd977-abd2-4dbe-baa5-5134d444994f;Duration_Pick;ffa39a49-2771-4950-bc4b-0db073c80a13;15.1500212;s
e9bb4713-25d1-498b-9c94-adc029697727;Consumption;ffa39a49-2771-4950-bc4b-0db073c80a13;13;Wh
a0b0ff89-b524-41d3-a67c-9fd00df64e1c;Velocity_Weld;ffa39a49-2771-4950-bc4b-0db073c80a13;50;%
2aaafdad-11d1-4d84-9548-f391a07701f6;RobotConsumption_Weld;ffa39a49-2771-4950-bc4b-0db073c80a13;4.799999999988813;Wh
183b621a-66a2-48ab-bb72-c16cb7040e09;Duration_Weld;ffa39a49-2771-4950-bc4b-0db073c80a13;17.8700251;s
cba0ee05-1d75-4f8f-9a4e-46c10e387fa5;RobotConsumption_Pick;ffa39a49-2771-4950-bc4b-0db073c80a13;3.200000000020964;Wh
70381f1d-7784-40aa-b39d-61616997cef0;Consumption_Weld;ffa39a49-2771-4950-bc4b-0db073c80a13;5;Wh
4246058e-a03e-475b-8d62-74b77cf8ba71;Consumption_Pick;ffa39a49-2771-4950-bc4b-0db073c80a13;4;Wh
7e600b0e-b09b-40c7-8df2-918134a6ce9b;RobotConsumption;a55f8dce-d696-4103-8a04-7b98cd46badc;13.499999999993406;Wh
c41d8a40-f8d3-47dd-a54f-cd89cbf1548f;Velocity_Pick;a55f8dce-d696-4103-8a04-7b98cd46badc;60;%
d0047fe6-3873-426a-83aa-62e920518b03;Velocity_Drop;a55f8dce-d696-4103-8a04-7b98cd46badc;60;%
d19497b3-0941-48da-b616-971e19f7f4ba;Consumption_Drop;a55f8dce-d696-4103-8a04-7b98cd46badc;3;Wh
5bd44533-1a9c-406b-a065-ef64ab767bc6;RobotConsumption_WeldComplex;a55f8dce-d696-4103-8a04-7b98cd46badc;7.19999999998322;Wh
